Id,SalePrice
1461,126639.31357452198
1462,156790.06398079373
1463,174315.81657210886
1464,179687.57557981112
1465,195189.83070723477
1466,184399.82380239086
1467,169079.08483492216
1468,176376.61924906398
1469,178768.31325585447
1470,119241.62426074481
1471,195667.78459674635
1472,91858.94214225172
1473,93584.72046831025
1474,149208.87206434898
1475,133712.89052262175
1476,368122.4911733367
1477,255056.94624145597
1478,305300.2440343796
1479,237346.57745820613
1480,464098.3869244979
1481,308601.28074066155
1482,204823.89682811106
1483,175815.94890958266
1484,171708.99190946
1485,171463.1082938923
1486,200827.7665291195
1487,331026.84695965017
1488,246627.28839180572
1489,209074.39816939723
1490,193803.0459090467
1491,189574.8192731963
1492,100122.1164384714
1493,172526.4672015425
1494,291181.5519275557
1495,300987.05285041925
1496,223991.59404552839
1497,189502.69302996524
1498,152477.90164356722
1499,152824.24079259665
1500,153261.18633494768
1501,172990.15883170464
1502,157940.94598335295
1503,288871.8141004718
1504,229813.45193075459
1505,218870.97644949888
1506,181293.66632754295
1507,222381.42850712294
1508,196503.2845083839
1509,167792.9416832256
1510,155814.3068204714
1511,156546.5783381592
1512,166522.2102368892
1513,155943.02175940564
1514,173168.4786564707
1515,169646.13131680962
1516,161762.09843546123
1517,151763.0828524404
1518,135172.34891457803
1519,224765.61688622972
1520,138575.6849363955
1521,148207.99402471186
1522,164706.53350781012
1523,115946.34976656738
1524,123993.07722092263
1525,130597.82480140572
1526,130841.29064035465
1527,101141.90210586808
1528,129243.1313063693
1529,142028.56827170603
1530,166693.5254047289
1531,115157.43951281297
1532,105932.01897125164
1533,140530.1270276871
1534,118241.71601457334
1535,154700.9720056097
1536,118838.42507021458
1537,76028.25563192755
1538,169379.68114993392
1539,208391.71902006783
1540,108701.57488716647
1541,154439.16519500135
1542,146379.21569390548
1543,211965.4660716344
1544,77749.30843175374
1545,103749.97693955469
1546,121156.44013913129
1547,134491.15082009614
1548,135881.1058916271
1549,113048.9142346725
1550,140110.0865691775
1551,115782.82179184008
1552,123719.23517698598
1553,141305.91802112956
1554,110607.47055063814
1555,174573.8743077383
1556,94327.11600526619
1557,121893.5588142007
1558,87692.38129692969
1559,104068.69849694903
1560,143753.1973239431
1561,143888.23510123618
1562,124630.15910714974
1563,115178.7978327015
1564,160446.3379131502
1565,150571.60894876515
1566,220294.13705194002
1567,76756.56525005675
1568,220937.59918053393
1569,133676.16824552848
1570,124554.86855443586
1571,127574.9591123576
1572,147660.70487070899
1573,241336.1181831171
1574,111274.47940823255
1575,203113.36768219975
1576,212112.78390168733
1577,201706.18208336132
1578,146515.4464453093
1579,144649.99658835362
1580,193592.1158017937
1581,135992.56704465149
1582,126051.46757072616
1583,324463.79022651305
1584,233124.7569112381
1585,141403.79430372102
1586,69161.72987454807
1587,105081.67635491156
1588,147636.49231921963
1589,100910.889531754
1590,131458.50880526443
1591,105827.9769974738
1592,117925.53570987994
1593,114234.37994046396
1594,127043.85041233964
1595,110837.84782903502
1596,223211.92437714597
1597,180952.4111226934
1598,186219.71731121777
1599,183940.15516952853
1600,185605.3168565883
1601,72347.55215526644
1602,109308.37145173794
1603,100928.8515270372
1604,277835.7838424885
1605,255471.23217785303
1606,166589.0190791386
1607,180397.97421271057
1608,212649.05749485956
1609,198994.51703520975
1610,158001.22378379072
1611,151923.1381378284
1612,159815.07989827043
1613,163717.61702567706
1614,121175.45456708275
1615,84503.61890541954
1616,78712.4581013544
1617,87261.19642326572
1618,126806.85697367016
1619,133253.06972736603
1620,163129.70440880753
1621,145743.0321882441
1622,143397.36549078938
1623,294108.58791849745
1624,205530.43997797742
1625,125918.07095077835
1626,171029.3179986329
1627,187829.44921196718
1628,276683.401707978
1629,176339.88110099314
1630,343300.7089493626
1631,224108.67201138256
1632,260631.31426124022
1633,167512.85152135303
1634,181056.93026343855
1635,179414.39349682262
1636,160042.8656691528
1637,173594.42324503837
1638,208341.7225464961
1639,182001.20972716928
1640,258213.96538379038
1641,181852.6563374816
1642,219935.17597166213
1643,230192.94986768256
1644,222565.3122684536
1645,175838.02712383986
1646,154928.60799495998
1647,158827.41482856308
1648,142654.39687230863
1649,137538.37842083612
1650,117903.64614343834
1651,122216.00239075343
1652,93056.961468764
1653,98433.82788914078
1654,152519.12724637747
1655,153681.202476015
1656,148966.26285741566
1657,152376.5523578774
1658,147813.32333380874
1659,139761.51156825808
1660,149775.95315087758
1661,447131.76389578346
1662,387600.0531092757
1663,380518.9536782772
1664,469516.50464285474
1665,314729.0647657182
1666,342605.851097369
1667,357831.55209348636
1668,323432.9834111228
1669,301006.5363266487
1670,340979.5045788282
1671,272135.8909532853
1672,494369.8127800456
1673,294161.2498818967
1674,246755.57032759127
1675,187094.78319024105
1676,189265.28302174094
1677,212312.39255376626
1678,495960.7512295089
1679,393920.3113329679
1680,313977.9230418046
1681,241192.3895521817
1682,307448.27431652526
1683,185496.4527569454
1684,169398.19962300465
1685,171936.08042929124
